from_agg_id,level_id,to_agg_id
2540,1,1272
811,1,407
3083,1,1543
1075,1,539
1559,1,779
3066,1,1534
3550,1,1774
1337,1,669
1821,1,909
2957,1,1477
2473,1,1237
482,1,242
966,1,482
744,1,372
2423,1,1211
1830,1,914
694,1,346
101,1,49
2811,1,1407
3295,1,1647
2735,1,1367
2819,1,1411
1304,1,652
820,1,412
1082,1,542
1566,1,782
218,1,110
2507,1,1255
432,1,216
3261,1,1629
778,1,390
1947,1,975
1270,1,634
3542,1,1770
2406,1,1202
1813,1,905
2949,1,1473
677,1,337
390,1,194
983,1,491
440,1,220
2999,1,1499
2201,1,1101
2769,1,1385
1675,1,839
2243,1,1123
3404,1,1704
2226,1,1114
3387,1,1695
3100,1,1552
1838,1,918
828,1,416
109,1,53
2381,1,1189
1371,1,687
3567,1,1783
1008,1,504
457,1,229
941,1,469
373,1,185
1050,1,526
1396,1,700
2532,1,1268
3016,1,1508
1880,1,940
803,1,403
151,1,75
1287,1,643
2117,1,1057
1591,1,795
1633,1,817
2268,1,1136
3362,1,1682
2794,1,1398
3278,1,1638
2752,1,1376
2836,1,1420
3320,1,1660
2974,1,1486
2490,1,1246
1964,1,984
2448,1,1224
235,1,119
719,1,359
761,1,381
1245,1,621
415,1,207
1517,1,757
3558,1,1778
1829,1,913
974,1,486
431,1,215
2472,1,1236
2160,1,1080
3015,1,1507
1922,1,962
193,1,97
2465,1,1233
836,1,420
3108,1,1556
1379,1,691
3253,1,1625
219,1,111
2710,1,1354
762,1,382
1312,1,656
1617,1,809
3353,1,1677
3346,1,1674
1074,1,538
1855,1,927
2803,1,1403
126,1,62
2398,1,1198
524,1,264
2260,1,1132
669,1,333
1643,1,823
1955,1,979
2439,1,1219
3041,1,1521
3525,1,1761
398,1,198
260,1,132
1007,1,503
2736,1,1368
1346,1,674
3082,1,1542
2093,1,1045
1338,1,670
1822,1,910
3379,1,1691
93,1,45
252,1,128
736,1,368
2134,1,1066
1650,1,826
702,1,350
1684,1,844
3420,1,1712
1041,1,521
2777,1,1389
2431,1,1215
2770,1,1386
465,1,233
1033,1,517
3049,1,1525
490,1,246
1651,1,827
2219,1,1111
397,1,197
134,1,66
2126,1,1062
1583,1,791
1320,1,660
1863,1,931
3286,1,1642
3312,1,1656
160,1,80
770,1,386
728,1,364
1956,1,980
227,1,115
3412,1,1708
2844,1,1424
1558,1,778
3287,1,1643
1914,1,958
1015,1,507
185,1,93
2744,1,1372
423,1,211
532,1,268
2152,1,1076
1100,1,552
1584,1,792
3007,1,1503
1278,1,638
2498,1,1250
2982,1,1490
1930,1,966
769,1,385
1253,1,625
464,1,232
3023,1,1511
1889,1,945
118,1,58
2193,1,1097
2677,1,1337
1625,1,813
795,1,399
3354,1,1678
1279,1,639
1847,1,923
2981,1,1489
1404,1,704
1888,1,944
1854,1,926
2990,1,1494
1261,1,629
3533,1,1765
2397,1,1197
406,1,202
1542,1,770
3040,1,1520
999,1,499
2135,1,1067
2447,1,1223
456,1,228
1592,1,796
2728,1,1364
2185,1,1093
144,1,72
1049,1,525
3321,1,1661
3395,1,1699
506,1,254
2778,1,1390
1642,1,822
2235,1,1119
3371,1,1687
1254,1,626
244,1,124
787,1,395
3245,1,1621
3107,1,1555
804,1,404
1921,1,961
3116,1,1560
1980,1,992
2464,1,1232
1871,1,935
1387,1,695
3269,1,1633
523,1,263
2252,1,1128
1116,1,560
473,1,237
1609,1,805
2430,1,1214
3566,1,1782
2202,1,1102
127,1,63
1380,1,692
177,1,89
661,1,329
135,1,67
439,1,219
2168,1,1084
1525,1,761
2514,1,1258
211,1,107
2506,1,1254
3074,1,1538
1938,1,970
1345,1,673
2556,1,1280
3124,1,1564
515,1,259
1963,1,983
540,1,272
1676,1,840
2244,1,1124
1108,1,556
2531,1,1267
3099,1,1551
2669,1,1333
1533,1,765
3262,1,1630
1313,1,657
703,1,351
745,1,373
1271,1,635
85,1,41
2101,1,1049
1575,1,787
3304,1,1652
389,1,193
2405,1,1201
2118,1,1058
1412,1,708
1896,1,948
1659,1,831
2795,1,1399
3279,1,1639
2143,1,1071
3388,1,1696
236,1,120
720,1,360
2973,1,1485
2489,1,1245
414,1,206
1066,1,534
1550,1,774
110,1,54
194,1,98
678,1,338
2753,1,1377
3237,1,1617
2711,1,1355
2227,1,1115
152,1,76
3057,1,1529
3541,1,1769
498,1,250
982,1,490
150,1,74
2191,1,1095
693,1,345
1648,1,824
1005,1,501
1336,1,668
3277,1,1637
1879,1,939
2734,1,1366
2596,1,1300
2522,1,1262
250,1,126
793,1,397
3139,1,1571
1436,1,720
1979,1,991
1953,1,977
1886,1,942
455,1,227
2429,1,1213
3072,1,1536
998,1,498
2827,1,1415
555,1,279
12,1,8
2284,1,1144
3377,1,1689
1641,1,821
1098,1,550
2834,1,1418
1581,1,789
819,1,411
2258,1,1130
3310,1,1654
860,1,432
2529,1,1265
3013,1,1505
1946,1,974
217,1,109
522,1,262
1574,1,786
2555,1,1279
3039,1,1519
826,1,414
1310,1,654
488,1,244
2563,1,1283
2217,1,1109
2701,1,1349
1912,1,956
183,1,91
1131,1,567
1615,1,807
1269,1,633
3005,1,1501
3344,1,1672
2860,1,1432
1139,1,571
1707,1,855
3411,1,1707
3436,1,1720
2868,1,1436
521,1,261
852,1,428
284,1,144
1682,1,842
2250,1,1126
3343,1,1671
3080,1,1540
3006,1,1502
1277,1,637
421,1,209
184,1,92
447,1,223
2150,1,1074
1444,1,724
1402,1,702
1987,1,995
1945,1,973
489,1,245
258,1,130
3131,1,1567
3038,1,1518
1845,1,921
2125,1,1061
1582,1,790
3369,1,1685
2801,1,1401
3285,1,1641
117,1,57
1887,1,943
1403,1,703
158,1,78
1640,1,820
3064,1,1532
3106,1,1554
2496,1,1248
2012,1,1008
1377,1,689
1861,1,929
767,1,383
1335,1,667
1031,1,515
463,1,231
547,1,275
1708,1,856
2192,1,1096
2276,1,1140
1971,1,987
2455,1,1227
2497,1,1249
3410,1,1706
242,1,122
726,1,362
3147,1,1575
588,1,296
1072,1,536
1623,1,811
2759,1,1379
2216,1,1108
3352,1,1676
1030,1,514
2859,1,1431
3452,1,1728
2209,1,1105
1073,1,537
2809,1,1405
556,1,280
2266,1,1134
3402,1,1702
413,1,205
2997,1,1497
2471,1,1235
1616,1,808
1599,1,799
3014,1,1506
742,1,370
1285,1,641
3557,1,1777
430,1,214
2564,1,1284
818,1,410
292,1,148
1361,1,681
835,1,419
2004,1,1004
275,1,139
2547,1,1275
2149,1,1073
1097,1,549
1690,1,846
2742,1,1370
2826,1,1414
3419,1,1711
2792,1,1396
3385,1,1693
1344,1,672
2480,1,1240
751,1,375
3081,1,1541
480,1,240
1006,1,502
3123,1,1563
1090,1,546
1394,1,698
1878,1,938
149,1,73
1428,1,716
1954,1,978
2438,1,1218
225,1,113
709,1,353
868,1,436
1352,1,676
1732,1,868
734,1,366
1870,1,934
141,1,69
2157,1,1077
3056,1,1528
3293,1,1645
1920,1,960
2463,1,1231
191,1,95
2750,1,1374
1040,1,520
1327,1,663
497,1,249
1700,1,852
1658,1,830
1132,1,568
2530,1,1266
1962,1,982
3073,1,1537
233,1,117
801,1,401
514,1,258
2505,1,1253
1302,1,650
776,1,388
2488,1,1244
759,1,379
472,1,236
3318,1,1658
3031,1,1515
2767,1,1383
2851,1,1427
3335,1,1667
2283,1,1143
2199,1,1099
3360,1,1680
3444,1,1724
2876,1,1440
208,1,104
1107,1,555
1065,1,533
1549,1,773
1023,1,511
539,1,271
3098,1,1550
1369,1,685
1853,1,925
1937,1,969
2421,1,1209
166,1,82
2241,1,1121
2725,1,1361
3140,1,1572
1895,1,947
1411,1,707
3327,1,1663
1286,1,642
2784,1,1392
2141,1,1069
200,1,100
743,1,371
1598,1,798
1386,1,694
1929,1,965
2572,1,1288
2546,1,1274
300,1,152
3089,1,1545
843,1,423
3115,1,1559
981,1,489
1360,1,680
1903,1,951
438,1,218
2446,1,1222
2167,1,1083
2989,1,1493
717,1,357
1624,1,812
1081,1,541
3301,1,1649
538,1,270
2810,1,1406
531,1,267
2267,1,1135
1724,1,864
1665,1,833
2174,1,1086
3394,1,1698
226,1,114
710,1,354
2308,1,1156
3122,1,1562
1996,1,1000
267,1,135
1353,1,677
3565,1,1781
564,1,284
1048,1,524
405,1,201
2479,1,1239
1691,1,847
3427,1,1715
2843,1,1423
2275,1,1139
2300,1,1152
1420,1,712
1089,1,545
1988,1,996
259,1,131
1114,1,558
2818,1,1410
2743,1,1371
2413,1,1205
1557,1,777
784,1,392
3573,1,1785
1014,1,506
1970,1,986
3148,1,1576
1419,1,711
2513,1,1257
1115,1,559
1683,1,843
572,1,288
1140,1,572
3048,1,1524
2817,1,1409
1319,1,659
1862,1,930
479,1,239
133,1,65
2208,1,1104
2233,1,1117
2717,1,1357
201,1,101
3326,1,1662
2539,1,1271
1294,1,646
810,1,406
1156,1,580
2580,1,1292
2538,1,1270
3022,1,1510
1293,1,645
809,1,405
851,1,427
3368,1,1684
505,1,253
989,1,493
2234,1,1118
2718,1,1358
159,1,79
718,1,358
125,1,61
437,1,217
2709,1,1353
1573,1,785
768,1,384
1904,1,952
2166,1,1082
3302,1,1650
175,1,87
1311,1,655
1123,1,563
2259,1,1131
580,1,292
1716,1,860
2852,1,1428
530,1,266
1666,1,834
2454,1,1226
1928,1,964
1911,1,955
1056,1,528
3097,1,1549
2571,1,1287
1378,1,690
3114,1,1558
268,1,136
251,1,127
735,1,367
142,1,70
2133,1,1065
1649,1,825
2785,1,1393
454,1,226
3378,1,1690
1047,1,523
563,1,283
1699,1,851
2183,1,1091
1837,1,917
2292,1,1148
3428,1,1716
701,1,349
2776,1,1388
1318,1,658
1995,1,999
4,1,4
3047,1,1523
2175,1,1087
3164,1,1584
2521,1,1261
785,1,393
446,1,222
1370,1,686
234,1,118
802,1,402
209,1,105
777,1,389
2225,1,1113
3361,1,1681
1657,1,829
2793,1,1397
827,1,415
3386,1,1694
1395,1,699
1607,1,803
471,1,235
2487,1,1243
2200,1,1100
3336,1,1668
1064,1,532
3030,1,1514
2437,1,1217
2588,1,1296
3156,1,1580
1427,1,715
1565,1,781
1039,1,519
496,1,248
1022,1,510
3294,1,1646
2768,1,1384
3055,1,1527
2751,1,1375
1869,1,933
192,1,96
844,1,424
1328,1,664
276,1,140
760,1,380
167,1,83
513,1,257
997,1,497
2242,1,1122
1106,1,554
1590,1,794
2726,1,1362
2835,1,1419
3319,1,1659
2504,1,1252
1936,1,968
2020,1,1012
429,1,213
1674,1,838
2158,1,1078
1148,1,576
1632,1,816
1978,1,990
2462,1,1230
3403,1,1703
1960,1,980
2503,1,1251
3046,1,1522
774,1,386
1317,1,657
462,1,230
324,1,164
867,1,435
2603,1,1303
1410,1,706
3146,1,1574
1417,1,709
1655,1,827
157,1,77
3384,1,1692
469,1,233
2741,1,1369
800,1,400
2198,1,1098
1343,1,671
2291,1,1147
19,1,11
1748,1,876
3484,1,1744
1105,1,553
2841,1,1421
562,1,282
2298,1,1150
529,1,265
2570,1,1286
841,1,421
1893,1,945
2536,1,1268
495,1,247
1484,1,744
2224,1,1112
1172,1,588
198,1,98
3172,1,1588
1927,1,963
3179,1,1591
1443,1,723
2265,1,1133
3317,1,1657
834,1,418
224,1,112
2231,1,1115
3053,1,1525
2908,1,1456
1919,1,959
3358,1,1678
1138,1,570
1622,1,810
2874,1,1438
2867,1,1435
3351,1,1675
190,1,94
536,1,268
908,1,456
1476,1,740
2537,1,1269
3105,1,1553
1071,1,535
808,1,404
1351,1,675
2800,1,1400
3492,1,1748
1901,1,949
1614,1,806
1171,1,587
2332,1,1168
2900,1,1452
2775,1,1387
766,1,382
503,1,251
1309,1,653
2232,1,1116
3325,1,1661
216,1,108
2495,1,1247
1046,1,522
866,1,434
1350,1,674
3425,1,1713
2027,1,1015
2511,1,1255
2595,1,1299
3079,1,1539
1113,1,557
2733,1,1365
1986,1,994
2470,1,1234
257,1,129
741,1,369
2842,1,1422
20,1,12
1045,1,521
283,1,143
1722,1,862
2206,1,1102
2290,1,1146
2774,1,1386
3451,1,1727
1681,1,841
2165,1,1081
892,1,448
1376,1,688
1418,1,710
2469,1,1233
1392,1,696
2528,1,1264
487,1,243
799,1,399
1935,1,967
1080,1,540
3071,1,1535
1342,1,670
206,1,102
2478,1,1238
1885,1,941
3021,1,1509
749,1,373
3333,1,1665
1723,1,863
537,1,269
1673,1,837
3383,1,1691
1130,1,566
1154,1,578
2883,1,1443
2340,1,1172
282,1,142
1468,1,736
3121,1,1561
2011,1,1007
1013,1,505
3054,1,1526
1918,1,958
2002,1,1002
3138,1,1570
1325,1,661
1409,1,705
1063,1,531
11,1,7
604,1,304
1740,1,872
1656,1,828
3400,1,1700
2916,1,1460
2273,1,1137
2757,1,1377
3350,1,1674
2866,1,1434
1663,1,831
1747,1,875
3392,1,1696
3476,1,1740
2604,1,1304
3088,1,1544
875,1,439
1359,1,679
2612,1,1308
3,1,3
2044,1,1024
3180,1,1592
315,1,159
2019,1,1011
3155,1,1579
28,1,16
596,1,300
1451,1,727
883,1,443
1164,1,584
2587,1,1295
858,1,430
1426,1,714
2562,1,1282
290,1,146
1994,1,998
265,1,133
833,1,417
2849,1,1425
3442,1,1722
1021,1,509
2256,1,1128
2824,1,1412
1589,1,793
1952,1,976
223,1,111
2782,1,1390
2545,1,1273
3029,1,1513
3113,1,1557
1977,1,989
2461,1,1229
470,1,234
554,1,278
1038,1,518
1122,1,562
1606,1,802
1147,1,575
1631,1,815
1715,1,859
2323,1,1163
2807,1,1403
3459,1,1731
900,1,452
1384,1,692
248,1,124
2214,1,1106
3417,1,1709
2891,1,1447
3375,1,1687
816,1,408
332,1,168
1055,1,527
3096,1,1548
824,1,412
512,1,256
1367,1,683
1910,1,954
181,1,89
2453,1,1225
1460,1,732
3196,1,1600
2003,1,1003
274,1,138
2010,1,1006
2553,1,1277
817,1,409
3401,1,1701
1129,1,565
2858,1,1430
2315,1,1159
174,1,86
1029,1,513
2765,1,1381
486,1,242
2758,1,1378
2215,1,1107
1672,1,836
445,1,221
1434,1,718
2486,1,1242
757,1,377
579,1,291
3163,1,1583
1088,1,544
1393,1,697
1877,1,937
3129,1,1565
2520,1,1260
2036,1,1020
307,1,155
791,1,395
2791,1,1395
750,1,374
1739,1,871
3468,1,1736
2825,1,1413
3137,1,1569
1062,1,530
612,1,308
1096,1,548
2832,1,1416
453,1,225
1705,1,853
2189,1,1093
1698,1,850
2182,1,1090
3434,1,1718
571,1,287
3130,1,1566
1401,1,701
1969,1,985
546,1,274
1944,1,972
2207,1,1103
215,1,107
1664,1,832
2494,1,1246
3037,1,1517
478,1,238
2181,1,1089
876,1,440
1613,1,805
241,1,121
3342,1,1670
1638,1,818
2799,1,1399
3162,1,1582
3367,1,1683
545,1,273
2512,1,1256
240,1,120
783,1,391
2274,1,1138
3062,1,1530
3204,1,1604
3467,1,1735
1333,1,665
2620,1,1312
3104,1,1552
3188,1,1596
3341,1,1669
1943,1,971
36,1,20
520,1,260
1459,1,731
1375,1,687
2249,1,1125
1597,1,797
850,1,426
1334,1,666
3409,1,1705
504,1,252
2579,1,1291
3063,1,1531
1680,1,840
1764,1,884
2248,1,1124
1196,1,600
1155,1,579
1639,1,819
1902,1,950
173,1,85
2884,1,1444
1985,1,993
587,1,295
44,1,24
1180,1,592
2316,1,1160
1697,1,849
1087,1,543
182,1,90
3359,1,1679
725,1,361
3426,1,1714
199,1,99
2816,1,1408
2173,1,1085
1368,1,684
1630,1,814
2502,1,1250
2554,1,1278
2028,1,1016
3045,1,1521
299,1,151
2035,1,1019
825,1,413
842,1,422
2578,1,1290
1385,1,693
1968,1,984
2052,1,1028
461,1,229
570,1,286
1706,1,854
2190,1,1094
1054,1,526
2783,1,1391
2299,1,1151
3435,1,1719
620,1,312
1104,1,552
2307,1,1155
2749,1,1373
2833,1,1417
266,1,134
308,1,156
792,1,396
2223,1,1111
3393,1,1697
3309,1,1653
232,1,116
494,1,246
578,1,290
3171,1,1587
1961,1,981
2445,1,1221
1435,1,719
1926,1,962
3095,1,1547
2544,1,1272
528,1,264
3087,1,1543
758,1,378
1894,1,946
165,1,81
1301,1,649
2875,1,1439
3443,1,1723
1689,1,845
2257,1,1129
884,1,444
316,1,160
1714,1,858
3418,1,1710
1146,1,574
859,1,431
2561,1,1281
2,1,2
2519,1,1259
1326,1,662
1731,1,867
3460,1,1732
1188,1,596
2586,1,1294
3070,1,1534
1993,1,997
2477,1,1237
1163,1,583
1647,1,823
27,1,15
511,1,255
1756,1,880
2240,1,1120
3376,1,1688
2892,1,1448
553,1,277
1037,1,517
1452,1,728
1121,1,561
1605,1,801
207,1,103
291,1,147
775,1,387
2282,1,1142
2766,1,1382
2850,1,1426
3334,1,1666
2628,1,1316
3112,1,1556
3154,1,1578
1079,1,539
595,1,299
249,1,125
733,1,365
2324,1,1164
2808,1,1404
1729,1,865
231,1,115
3458,1,1730
1186,1,594
2915,1,1459
2372,1,1188
2060,1,1032
331,1,167
1941,1,969
874,1,438
3127,1,1563
1112,1,556
2889,1,1445
1755,1,879
3432,1,1716
1212,1,608
569,1,285
2789,1,1393
26,1,14
2246,1,1122
3391,1,1695
1796,1,900
1153,1,577
807,1,403
1662,1,830
2882,1,1442
1450,1,726
1934,1,966
205,1,101
848,1,424
2610,1,1306
3094,1,1546
364,1,184
881,1,441
1365,1,681
2577,1,1289
1967,1,983
502,1,250
1179,1,591
238,1,118
3220,1,1612
1491,1,747
3365,1,1681
1145,1,573
1629,1,813
59,1,31
543,1,271
52,1,28
1788,1,896
2272,1,1136
1670,1,834
1695,1,847
3399,1,1699
3424,1,1712
2856,1,1428
577,1,289
3186,1,1594
272,1,136
34,1,18
2306,1,1154
1763,1,883
603,1,303
3187,1,1595
60,1,32
628,1,316
1458,1,730
2000,1,1000
2001,1,1001
3398,1,1698
3491,1,1747
1696,1,848
2305,1,1153
1762,1,882
298,1,150
782,1,390
1721,1,861
2205,1,1101
3450,1,1726
2067,1,1035
644,1,324
2551,1,1275
1737,1,869
2636,1,1320
3120,1,1560
3466,1,1734
2814,1,1406
907,1,455
1391,1,695
477,1,237
561,1,281
1432,1,716
2510,1,1254
2026,1,1014
297,1,149
781,1,389
3161,1,1581
602,1,302
1086,1,542
3119,1,1559
2331,1,1167
2815,1,1407
1390,1,694
2068,1,1036
339,1,171
256,1,128
1804,1,904
2197,1,1097
1061,1,529
2797,1,1397
3390,1,1694
2790,1,1394
1654,1,826
3440,1,1720
856,1,428
3128,1,1564
2602,1,1302
330,1,166
873,1,437
3145,1,1573
544,1,272
1399,1,699
3457,1,1729
611,1,307
1942,1,970
1516,1,760
2059,1,1031
68,1,36
213,1,105
1416,1,708
2042,1,1022
2585,1,1293
189,1,93
273,1,137
1187,1,595
1671,1,835
2923,1,1463
51,1,27
535,1,267
2271,1,1135
3407,1,1703
1780,1,892
2264,1,1132
3516,1,1760
1137,1,569
1621,1,809
3212,1,1608
3061,1,1529
1483,1,743
2009,1,1005
18,1,10
2535,1,1267
2652,1,1328
806,1,402
1975,1,987
923,1,463
2881,1,1441
3178,1,1590
280,1,140
1449,1,725
3524,1,1764
1933,1,965
1713,1,857
2313,1,1157
2906,1,1454
3499,1,1751
2644,1,1324
1382,1,690
3086,1,1542
2076,1,1040
814,1,406
372,1,188
1357,1,677
347,1,175
1925,1,961
915,1,459
3373,1,1685
1095,1,547
527,1,263
552,1,276
2543,1,1271
3111,1,1555
2281,1,1141
2239,1,1119
2948,1,1476
3474,1,1738
2931,1,1467
1053,1,525
3069,1,1533
510,1,254
2380,1,1192
2864,1,1432
1,1,1
485,1,241
3153,1,1577
594,1,298
1730,1,866
1078,1,538
940,1,472
1424,1,712
2518,1,1258
1466,1,734
1950,1,974
2034,1,1018
1508,1,756
1992,1,996
263,1,131
221,1,109
305,1,153
789,1,393
3195,1,1599
1688,1,844
636,1,320
1120,1,560
1204,1,604
2822,1,1410
1162,1,582
1646,1,822
593,1,297
2865,1,1433
2322,1,1162
1779,1,891
3508,1,1756
924,1,464
2534,1,1266
3077,1,1537
1467,1,735
281,1,141
2560,1,1280
898,1,450
3170,1,1586
1441,1,721
831,1,415
586,1,294
3103,1,1551
1374,1,686
2084,1,1044
43,1,23
1772,1,888
1917,1,957
2627,1,1315
493,1,245
2229,1,1113
2222,1,1110
1679,1,839
3415,1,1707
3408,1,1704
1136,1,568
3475,1,1739
1712,1,856
660,1,332
17,1,9
1400,1,700
1069,1,533
3110,1,1554
348,1,176
1746,1,874
2798,1,1398
2660,1,1332
314,1,158
798,1,398
3144,1,1572
2043,1,1023
2017,1,1009
2501,1,1249
2527,1,1263
2051,1,1027
2493,1,1245
3136,1,1568
322,1,162
10,1,6
3482,1,1742
1407,1,703
1103,1,551
2355,1,1179
2839,1,1419
619,1,311
2348,1,1176
3441,1,1721
340,1,172
1102,1,550
2831,1,1415
2263,1,1131
1720,1,860
2288,1,1144
3449,1,1725
2593,1,1297
1170,1,586
627,1,315
2899,1,1451
765,1,381
2356,1,1180
1070,1,534
2619,1,1311
2568,1,1284
890,1,446
1433,1,717
9,1,5
1983,1,991
2025,1,1013
1738,1,870
1195,1,599
932,1,468
2526,1,1262
1475,1,739
2924,1,1464
214,1,106
2289,1,1145
2773,1,1385
2857,1,1429
891,1,447
3203,1,1603
1128,1,564
2221,1,1109
1474,1,738
1958,1,978
1500,1,752
1984,1,992
255,1,127
2330,1,1166
35,1,19
519,1,259
2594,1,1298
3078,1,1538
865,1,433
1349,1,673
76,1,40
560,1,280
2635,1,1319
2552,1,1276
1653,1,825
823,1,411
3382,1,1690
2898,1,1450
2297,1,1149
3433,1,1717
1161,1,581
1754,1,878
2890,1,1446
1211,1,607
2347,1,1175
3483,1,1743
2940,1,1472
518,1,258
1111,1,555
2247,1,1123
568,1,284
1704,1,852
2840,1,1420
2485,1,1241
230,1,114
1492,1,748
3228,1,1616
773,1,385
2509,1,1253
306,1,154
3152,1,1576
849,1,425
1959,1,979
2907,1,1455
551,1,275
3219,1,1611
2280,1,1140
1228,1,616
1144,1,572
501,1,249
585,1,293
832,1,416
916,1,460
1637,1,817
239,1,119
323,1,163
2230,1,1114
3366,1,1682
1178,1,590
2314,1,1158
2873,1,1437
3357,1,1677
2569,1,1285
840,1,420
2092,1,1048
2576,1,1288
882,1,442
1366,1,682
2618,1,1310
3102,1,1550
356,1,180
1442,1,722
197,1,97
2611,1,1307
2213,1,1105
1077,1,537
1645,1,821
2781,1,1389
3349,1,1673
2238,1,1118
3374,1,1686
2806,1,1402
1408,1,704
2050,1,1026
815,1,407
1951,1,975
1358,1,678
222,1,110
3236,1,1620
84,1,44
1220,1,612
2643,1,1323
2018,1,1010
1976,1,988
247,1,123
289,1,145
790,1,394
3211,1,1607
652,1,328
635,1,319
1119,1,559
1203,1,603
2339,1,1171
2823,1,1411
1687,1,843
1771,1,887
2255,1,1127
2932,1,1468
3416,1,1708
3500,1,1752
2364,1,1184
2848,1,1424
3194,1,1598
264,1,132
2601,1,1301
3085,1,1541
3169,1,1585
42,1,22
526,1,262
610,1,306
1094,1,546
857,1,429
1341,1,669
1425,1,713
1909,1,953
899,1,451
1383,1,691
2559,1,1279
623,2,156
210,2,53
174,2,44
587,2,147
1423,2,356
246,2,62
1561,2,391
138,2,35
974,2,244
695,2,174
1351,2,338
1072,2,268
1633,2,409
1144,2,286
1315,2,329
902,2,226
1741,2,436
731,2,183
767,2,192
1390,2,348
1692,2,423
1777,2,445
1108,2,277
1597,2,400
938,2,235
3,2,1
1013,2,254
381,2,96
584,2,146
803,2,201
1049,2,263
1243,2,311
1462,2,366
830,2,208
417,2,105
1109,2,278
488,2,122
1534,2,384
416,2,104
1558,2,390
321,2,81
63,2,16
489,2,123
1121,2,281
1037,2,260
1450,2,363
75,2,19
309,2,78
404,2,101
1216,2,304
1669,2,418
102,2,26
941,2,236
1764,2,441
282,2,71
1704,2,426
878,2,220
929,2,233
791,2,198
1255,2,314
1168,2,292
429,2,108
1219,2,305
393,2,99
719,2,180
1606,2,402
770,2,193
440,2,110
1276,2,319
1327,2,332
1060,2,265
524,2,131
599,2,150
1447,2,362
1693,2,424
147,2,37
1411,2,353
99,2,25
285,2,72
635,2,159
1522,2,381
1363,2,341
965,2,242
683,2,171
258,2,65
1252,2,313
126,2,32
794,2,199
1788,2,447
548,2,137
575,2,144
1717,2,430
743,2,186
1303,2,326
1279,2,320
1609,2,403
345,2,87
39,2,10
1728,2,432
150,2,38
989,2,248
318,2,80
234,2,59
453,2,114
1073,2,269
659,2,165
1498,2,375
1387,2,347
1414,2,354
962,2,241
632,2,158
1084,2,271
1097,2,275
297,2,75
500,2,125
1510,2,378
87,2,22
123,2,31
1061,2,266
536,2,134
1474,2,369
572,2,143
1582,2,396
464,2,116
1025,2,257
369,2,93
1133,2,284
15,2,4
746,2,187
1618,2,405
1192,2,298
1267,2,317
1438,2,360
854,2,214
779,2,195
1231,2,308
1156,2,289
890,2,223
917,2,230
428,2,107
608,2,152
51,2,13
333,2,84
1120,2,280
1681,2,421
1048,2,262
1585,2,397
477,2,120
294,2,74
953,2,239
1752,2,438
926,2,232
818,2,205
1657,2,415
405,2,102
1228,2,307
1573,2,394
198,2,50
611,2,153
1435,2,359
186,2,47
914,2,229
1753,2,439
159,2,40
1132,2,283
707,2,177
1546,2,387
1339,2,335
755,2,189
1291,2,323
1765,2,442
465,2,117
1204,2,301
842,2,211
1729,2,433
501,2,126
1001,2,251
596,2,149
1776,2,444
1096,2,274
114,2,29
950,2,238
270,2,68
476,2,119
647,2,162
1486,2,372
560,2,140
1399,2,350
512,2,128
1240,2,310
806,2,202
1645,2,412
306,2,77
758,2,190
1145,2,287
1740,2,435
1570,2,393
1594,2,399
1375,2,344
1426,2,357
135,2,34
1085,2,272
162,2,41
222,2,56
620,2,155
671,2,168
977,2,245
1402,2,351
273,2,69
866,2,217
1705,2,427
111,2,28
441,2,111
1180,2,295
1716,2,429
330,2,83
782,2,196
27,2,7
357,2,90
452,2,113
1264,2,316
1621,2,406
797,2,200
1210,2,303
1623,2,406
200,2,50
1036,2,259
1000,2,250
1246,2,312
1659,2,415
164,2,41
33,2,9
964,2,241
725,2,182
236,2,59
515,2,129
1174,2,294
105,2,27
928,2,232
1731,2,433
69,2,18
869,2,218
344,2,86
689,2,173
380,2,95
551,2,138
30,2,8
1003,2,251
833,2,209
1417,2,355
1767,2,442
626,2,157
213,2,54
1381,2,346
1488,2,372
1075,2,269
662,2,166
1656,2,414
722,2,181
335,2,84
443,2,111
1171,2,293
1354,2,339
1147,2,287
141,2,36
308,2,77
1489,2,373
347,2,87
1063,2,266
650,2,163
1282,2,321
856,2,214
1695,2,424
1393,2,349
1584,2,396
761,2,191
554,2,139
734,2,184
1465,2,367
868,2,217
42,2,11
6,2,2
332,2,83
1668,2,417
1501,2,376
1306,2,327
93,2,24
940,2,235
1755,2,439
491,2,123
542,2,136
1512,2,378
821,2,206
1596,2,399
737,2,185
1476,2,369
976,2,244
237,2,60
201,2,51
832,2,208
296,2,74
578,2,145
1162,2,291
1560,2,390
248,2,62
1135,2,284
1620,2,405
713,2,179
1549,2,388
407,2,102
1452,2,363
1671,2,418
881,2,221
188,2,47
467,2,117
1222,2,306
1330,2,333
916,2,229
892,2,223
66,2,17
518,2,130
905,2,227
1357,2,340
602,2,151
686,2,172
808,2,202
1647,2,412
356,2,89
383,2,96
1525,2,382
1027,2,257
272,2,68
1111,2,278
177,2,45
1441,2,361
1536,2,384
1123,2,281
710,2,178
674,2,169
261,2,66
1333,2,334
359,2,90
1195,2,299
1500,2,375
1572,2,393
1405,2,352
189,2,48
392,2,98
844,2,211
1464,2,366
1051,2,263
1644,2,411
530,2,133
1369,2,343
1608,2,402
1087,2,272
503,2,126
153,2,39
880,2,220
952,2,238
1294,2,324
